name	term	lev	seq	value
"biotin carboxylase activity"	GO:0004075	4	ENSDARG00000028982	0
"biotin carboxylase activity"	GO:0004075	4	ENSDARG00000051939	0
"biotin carboxylase activity"	GO:0004075	4	ENSDARG00000061994	0
"biotin carboxylase activity"	GO:0004075	4	ENSDARG00000078512	0
"biotin carboxylase activity"	GO:0004075	4	ENSDARG00000102538	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000009262	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000018426	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000028259	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000029381	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000035606	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000036776	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000037935	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000039914	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000053485	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000053493	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000076544	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000076933	1
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000077004	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000089924	0
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	GO:0016620	4	ENSDARG00000099579	0
"sodium channel activity"	GO:0005272	5	ENSDARG00000008329	1
"sodium channel activity"	GO:0005272	5	ENSDARG00000018032	0
"sodium channel activity"	GO:0005272	5	ENSDARG00000062744	1
"sodium channel activity"	GO:0005272	5	ENSDARG00000090724	0
"sodium channel activity"	GO:0005272	5	ENSDARG00000098428	0
"sodium channel activity"	GO:0005272	5	ENSDARG00000105115	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000000730	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000001354	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000005004	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000013926	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000014916	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000016749	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000016963	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000028583	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000030472	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000041205	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000042807	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000045051	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000045153	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000052109	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000058775	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000060246	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000061480	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000068572	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000074002	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000089885	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000094112	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000101021	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000102283	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000102793	1
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000103220	0
"monocarboxylic acid transmembrane transporter activity"	GO:0008028	5	ENSDARG00000104687	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000008413	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000009505	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000030630	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000035909	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000044169	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000052537	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000055288	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000058638	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000061039	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000062040	1
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000063001	1
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000069432	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000078887	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000079453	1
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000098671	0
"phospholipid transporter activity"	GO:0005548	4	ENSDARG00000101094	1
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000020085	0
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000026907	0
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000033993	0
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000043646	1
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000089885	1
"cofactor transporter activity"	GO:0051184	2	ENSDARG00000099368	0
"pyridoxal phosphate binding"	GO:0030170	3	ENSDARG00000002021	0
"pyridoxal phosphate binding"	GO:0030170	3	ENSDARG00000002197	0
"pyridoxal phosphate binding"	GO:0030170	3	ENSDARG00000005643	1
