"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 1 4 7 "GO:0000018" "regulation of DNA recombination" 1
0 1 4 12 "GO:0000027" "ribosomal large subunit assembly" 1
0 1 4 9 "GO:0000028" "ribosomal small subunit assembly" 1
0 1 2 32 "GO:0000041" "transition metal ion transport" 1
0 1 2 21 "GO:0000045" "autophagic vacuole assembly" 1
0 1 4 6 "GO:0000070;GO:0000819" "sister chromatid segregation" 1
0 0.0973721958958556 2 30 "GO:0000075;GO:0007093;GO:1901991;GO:1901988" "cell cycle checkpoint" 1
0 0.0466262803868416 4 14 "GO:0000077;GO:0031570" "DNA integrity checkpoint" 1
0 1 2 15 "GO:0000079" "regulation of cyclin-dependent protein serine/threonine kinase activity" 1
0 1 2 8 "GO:0000082;GO:0044772;GO:0044843;GO:0044770" "cell cycle phase transition" 1
0 1 6 13 "GO:0000096" "sulfur amino acid metabolic process" 1
0 1 2 7 "GO:0000103" "sulfate assimilation" 1
0 0.0147083328105785 2 55 "GO:0000122" "negative regulation of transcription from RNA polymerase II promoter" 0.71294657386215
0 1 5 13 "GO:0000154" "rRNA modification" 1
0 1 5 6 "GO:0000165" "MAPK cascade" 1
0 1 2 11 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 1
0 1 2 5 "GO:0000186" "activation of MAPKK activity" 1
0 1 2 51 "GO:0000209" "protein polyubiquitination" 1
0 1 2 69 "GO:0000226" "microtubule cytoskeleton organization" 1
0 1 4 5 "GO:0000245" "spliceosomal complex assembly" 1
0 1 2 6 "GO:0000266" "mitochondrial fission" 1
0 1 4 10 "GO:0000278" "mitotic cell cycle" 1
0 1 2 6 "GO:0000281" "mitotic cytokinesis" 1
0 1 2 5 "GO:0000290" "deadenylation-dependent decapping of nuclear-transcribed mRNA" 1
0 1 2 8 "GO:0000291" "nuclear-transcribed mRNA catabolic process, exonucleolytic" 1
0 1 6 9 "GO:0000301" "retrograde transport, vesicle recycling within Golgi" 1
0 1 8 7 "GO:0000381" "regulation of alternative mRNA splicing, via spliceosome" 1
0 1 6 14 "GO:0000387" "spliceosomal snRNP assembly" 1
0 1 3 5 "GO:0000394" "RNA splicing, via endonucleolytic cleavage and ligation" 1
0 1 2 54 "GO:0000398;GO:0000377;GO:0000375" "RNA splicing, via transesterification reactions" 1
0 1 4 14 "GO:0000413;GO:0018208" "peptidyl-proline modification" 1
0 1 5 18 "GO:0000422" "mitochondrion degradation" 1
0 1 8 5 "GO:0000460" "maturation of 5.8S rRNA" 1
0 1 8 17 "GO:0000462;GO:0030490" "maturation of SSU-rRNA" 1
0 1 4 7 "GO:0000463;GO:0000470" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 4 6 "GO:0000467;GO:0000459;GO:0090503" "RNA phosphodiester bond hydrolysis, exonucleolytic" 1
0 1 3 10 "GO:0000469" "cleavage involved in rRNA processing" 1
0 1 7 5 "GO:0000479;GO:0000478" "endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 1
0 1 4 9 "GO:0000723;GO:0032200" "telomere maintenance" 1
0 1 7 24 "GO:0000724;GO:0000725" "double-strand break repair via homologous recombination" 1
0 1 2 8 "GO:0000726;GO:0006303" "non-recombinational repair" 1
0 1 6 6 "GO:0000730;GO:0007131;GO:0035825" "DNA recombinase assembly" 1
0 1 4 41 "GO:0000902" "cell morphogenesis" 1
0 1 2 23 "GO:0000904" "cell morphogenesis involved in differentiation" 1
0 1 2 14 "GO:0000910" "cytokinesis" 1
0 1 5 35 "GO:0000956;GO:0006402" "mRNA catabolic process" 1
0 1 3 18 "GO:0001101" "response to acid" 1
0 1 2 21 "GO:0001501" "skeletal system development" 1
0 1 2 10 "GO:0001503" "ossification" 1
0 1 3 13 "GO:0001505" "regulation of neurotransmitter levels" 1
0 1 2 24 "GO:0001510" "RNA methylation" 1
0 1 2 10 "GO:0001522" "pseudouridine synthesis" 1
0 1 4 13 "GO:0001523;GO:0016101;GO:0006721" "terpenoid metabolic process" 1
0 0.0574508332327829 3 115 "GO:0001525" "angiogenesis" 1
0 0.250280970632538 2 84 "GO:0001558;GO:0040008" "regulation of growth" 1
0 1 3 49 "GO:0001568" "blood vessel development" 1
0 0.0302174789256947 2 9 "GO:0001569" "patterning of blood vessels" 0.997833706263701
0 1 5 27 "GO:0001570" "vasculogenesis" 1
0 1 5 13 "GO:0001573;GO:0001574;GO:0006688" "ganglioside metabolic process" 1
0 1 2 7 "GO:0001649" "osteoblast differentiation" 1
0 1 2 54 "GO:0001654" "eye development" 1
0 0.088058098245821 2 27 "GO:0001666;GO:0036293;GO:0070482" "response to decreased oxygen levels" 1
0 1 2 125 "GO:0001667" "ameboidal cell migration" 1
0 1 2 9 "GO:0001702" "gastrulation with mouth forming second" 1
0 1 3 17 "GO:0001704" "formation of primary germ layer" 1
0 1 2 10 "GO:0001706" "endoderm formation" 1
0 1 2 9 "GO:0001707" "mesoderm formation" 1
0 1 4 35 "GO:0001708" "cell fate specification" 1
0 1 4 5 "GO:0001709" "cell fate determination" 1
0 1 4 7 "GO:0001731" "formation of translation preinitiation complex" 1
0 1 7 12 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 1
0 1 3 50 "GO:0001755" "neural crest cell migration" 1
0 1 5 64 "GO:0001756;GO:0035282" "segmentation" 1
0 1 5 9 "GO:0001757;GO:0007379" "somite specification" 1
0 0.0466262803868416 2 14 "GO:0001763;GO:0048754;GO:0061138" "morphogenesis of a branching structure" 1
0 1 2 16 "GO:0001764" "neuron migration" 1
0 1 4 11 "GO:0001817" "regulation of cytokine production" 1
0 1 2 49 "GO:0001822;GO:0048793" "kidney development" 1
0 1 3 12 "GO:0001837" "epithelial to mesenchymal transition" 1
0 1 2 6 "GO:0001839" "neural plate morphogenesis" 1
0 1 4 20 "GO:0001878;GO:0009620" "response to fungus" 1
0 1 2 8 "GO:0001885" "endothelial cell development" 1
0 1 2 42 "GO:0001889" "liver development" 1
0 0.0498760823439989 4 15 "GO:0001894" "tissue homeostasis" 1
0 0.245088127039325 2 82 "GO:0001934;GO:0031401" "positive regulation of protein modification process" 1
0 1 2 12 "GO:0001935;GO:0050673" "epithelial cell proliferation" 1
0 1 4 36 "GO:0001944" "vasculature development" 1
