name	term	lev	seq	value
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000003829	0.8048414820436954
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000004396	-0.11900864307690621
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000006832	-2.450482642502778
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000010301	3.712217837921082
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000010941	0.9375093819751936
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000012745	-0.2179453321440304
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000014386	-4.771278155745978
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000017058	2.299599036740624
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000036335	-0.6742361431478954
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000038414	1.0051527086139875
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000038489	-1.3755230403666456
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000040048	-1.2277961680048546
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000040157	1.4500564776828035
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000041616	-1.3919304468233331
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000046133	-0.47528276908636424
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000053133	-0.07855464782410233
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000054373	-1.195282225690956
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000055490	-1.7952879718024544
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000058100	-0.41355628749066076
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000061335	-0.12026945864299748
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000061496	-0.3500595707343681
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000068219	2.6276765647339393
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000073723	1.275388436909068
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000077583	-1.680086567425613
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000077903	-1.3350665586050479
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000079700	-0.6467181816431516
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000091902	4.550444723791838
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000093521	-0.1592637104336328
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000095324	-0.812072499041202
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000099227	-0.38778105344853353
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000100322	-0.44187429352769825
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000102061	-0.7458604034131665
"galactosyltransferase activity"	GO:0008378	2	ENSDARG00000105011	-0.21340989778858505
"secondary active transmembrane transporter activity"	GO:0015291	4	ENSDARG00000000551	-0.9036225294103526
"secondary active transmembrane transporter activity"	GO:0015291	4	ENSDARG00000000730	-1.032474935522369
"secondary active transmembrane transporter activity"	GO:0015291	4	ENSDARG00000001354	-2.4877876008153166
"secondary active transmembrane transporter activity"	GO:0015291	4	ENSDARG00000002405	-0.7876521006214514
