"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-6 0.972627563316678 3 115 "GO:0001525" "angiogenesis" 0.986622204515479
192 0.244605365747211 2 125 "GO:0001667" "ameboidal cell migration" 0.420601909394595
158 0.216133528165624 2 210 "GO:0002009;GO:0048729" "tissue morphogenesis" 0.380935343391912
46 0.760689677077064 1 148 "GO:0002376" "immune system process" 0.89381037056555
539 0.000262868248302107 3 156 "GO:0003002" "regionalization" 0.00247096153403981
-414 0.00738265783603242 3 142 "GO:0003008" "system process" 0.0385538798103915
-131 0.261216625202029 2 255 "GO:0005975" "carbohydrate metabolic process" 0.442125578553784
-178 0.153549237128674 4 220 "GO:0006259" "DNA metabolic process" 0.332999623439176
-183 0.178085243555057 2 186 "GO:0006281;GO:0006974" "cellular response to DNA damage stimulus" 0.353705488639694
204 0.024549662918303 2 434 "GO:0006351;GO:0032774" "RNA biosynthetic process" 0.0910921703021243
397 0.000761021958718519 2 249 "GO:0006357" "regulation of transcription from RNA polymerase II promoter" 0.00564758400943743
961 6.63205531979111e-18 5 280 "GO:0006396" "RNA processing" 9.35119800090547e-16
1131 3.13400155163706e-13 6 141 "GO:0006397;GO:0016071" "mRNA metabolic process" 1.47298072926942e-11
403 0.00247503277085025 2 193 "GO:0006412" "translation" 0.0145408175287452
410 0.00217885339652761 2 191 "GO:0006461" "protein complex assembly" 0.013357318648278
124 0.153353110147199 2 478 "GO:0006468;GO:0016310" "phosphorylation" 0.332999623439176
-25 0.804390871059373 2 332 "GO:0006508" "proteolysis" 0.908287688857884
686 3.22463669430846e-06 2 157 "GO:0006511;GO:0019941;GO:0043632;GO:0051603" "proteolysis involved in cellular protein catabolic process" 5.05193082108325e-05
-68 0.681161753872905 5 124 "GO:0006520" "cellular amino acid metabolic process" 0.827963856000686
-140 0.445157280428062 3 101 "GO:0006644" "phospholipid metabolic process" 0.61536447588585
43 0.541189152716541 2 777 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.706552504935484
-195 0.0396080439940047 3 395 "GO:0006811" "ion transport" 0.139618355078867
-164 0.181092915038833 2 229 "GO:0006812" "cation transport" 0.353705488639694
-162 0.321396815676096 2 127 "GO:0006820" "anion transport" 0.50352167789255
157 0.291832350644898 4 154 "GO:0006886" "intracellular protein transport" 0.467595016374212
-12 0.901793579482638 2 345 "GO:0006928" "cellular component movement" 0.963279505356454
-51 0.568798574476955 2 440 "GO:0006950" "response to stress" 0.730827197338934
-9 0.960145702204297 2 100 "GO:0006955" "immune response" 0.981018434860912
251 0.00165315569167421 2 575 "GO:0006996" "organelle organization" 0.0116547476263032
-130 0.371603573741054 3 162 "GO:0007010" "cytoskeleton organization" 0.545792748932173
279 0.0589837767542824 3 156 "GO:0007017" "microtubule-based process" 0.185966391460767
243 0.178301225825676 2 104 "GO:0007049" "cell cycle" 0.353705488639694
-408 0.0179012795523424 2 114 "GO:0007154" "cell communication" 0.0764872853600084
-474 0.0005518110767268 2 182 "GO:0007155;GO:0022610" "cell adhesion" 0.00457678598932228
-175 0.0228793557763298 2 620 "GO:0007166" "cell surface receptor signaling pathway" 0.0871888963368244
-207 0.158233863620034 2 158 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.332999623439176
-333 0.0606698865758532 2 107 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 0.185966391460767
-74 0.570148877356615 2 202 "GO:0007186" "G-protein coupled receptor signaling pathway" 0.730827197338934
-112 0.405102644619613 3 189 "GO:0007264" "small GTPase mediated signal transduction" 0.575826431813103
-444 9.03094641491193e-05 2 270 "GO:0007275" "multicellular organismal development" 0.000979510341925063
228 0.213278912532821 2 101 "GO:0007346" "regulation of mitotic cell cycle" 0.380662362875035
318 0.00817657387990011 2 239 "GO:0007389" "pattern specification process" 0.0411748898952113
-209 0.222618117701864 3 115 "GO:0008610" "lipid biosynthetic process" 0.387520427110652
-33 0.823171373147872 5 161 "GO:0009117;GO:0006753;GO:0055086" "nucleobase-containing small molecule metabolic process" 0.908287688857884
16 0.928813560591972 4 105 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.975010287151104
-77 0.58760064053489 2 168 "GO:0009605" "response to external stimulus" 0.746411624463239
2 0.988710034421138 2 136 "GO:0009628" "response to abiotic stimulus" 0.988710034421138
-122 0.116220445775823 2 612 "GO:0009653" "anatomical structure morphogenesis" 0.285940360290933
-166 0.273014520027791 2 148 "GO:0009719;GO:0071495" "response to endogenous stimulus" 0.442471808320903
-219 0.199503881088627 3 116 "GO:0009887" "organ morphogenesis" 0.366590713542018
108 0.432319784740585 3 182 "GO:0009888" "tissue development" 0.60353554107349
-254 0.00184762480987277 2 546 "GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of response to stimulus" 0.0122386335531205
-12 0.910112367427511 3 312 "GO:0010033;GO:0042221" "response to chemical" 0.964855968475782
179 0.122519341929335 2 257 "GO:0010604;GO:0009893;GO:0031325" "positive regulation of metabolic process" 0.292800461220953
44 0.679380149876409 3 301 "GO:0015031;GO:0045184" "establishment of protein localization" 0.827963856000686
-83 0.636582660376876 3 110 "GO:0015672" "monovalent inorganic cation transport" 0.794319956753447
514 2.56581537050116e-13 2 767 "GO:0016070" "RNA metabolic process" 1.47298072926942e-11
-212 0.0897842647038218 2 221 "GO:0016192" "vesicle-mediated transport" 0.243453486985363
115 0.345472752730471 2 232 "GO:0016477;GO:0048870;GO:0040011" "locomotion" 0.518209129095706
232 0.185632667796719 3 110 "GO:0016482" "cytoplasmic transport" 0.353705488639694
514 0.000322704770541009 2 167 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 0.00284383579039264
826 1.06701306859023e-06 5 118 "GO:0016568" "chromatin modification" 1.88061053339028e-05
-22 0.887317350335944 3 147 "GO:0018193" "peptidyl-amino acid modification" 0.962398049210524
-10 0.940759748021071 2 205 "GO:0019220;GO:0051174" "regulation of phosphate metabolic process" 0.975346503463022
-84 0.470515017250111 2 258 "GO:0019637" "organophosphate metabolic process" 0.631834451735863
-329 0.0580141120608784 3 112 "GO:0019725" "cellular homeostasis" 0.185966391460767
-160 0.173839468028061 4 250 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.353705488639694
32 0.824544852296519 3 159 "GO:0022402" "cell cycle process" 0.908287688857884
-42 0.768379284848703 3 169 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.895384125319563
262 0.00393071943803764 2 432 "GO:0022607" "cellular component assembly" 0.0221692576305323
-252 0.0808591637105502 3 164 "GO:0030001" "metal ion transport" 0.237020017034189
-322 0.016341971105556 2 191 "GO:0030030" "cell projection organization" 0.0743296105123676
-148 0.117620857424639 4 394 "GO:0030154" "cell differentiation" 0.285940360290933
173 0.173926417584092 3 213 "GO:0031324;GO:0009892;GO:0010605" "negative regulation of metabolic process" 0.353705488639694
23 0.895015488272939 2 111 "GO:0031329;GO:0009894" "regulation of catabolic process" 0.963279505356454
270 0.0221082608144477 2 248 "GO:0032268;GO:0051246" "regulation of protein metabolic process" 0.0865906881899202
181 0.303667273991221 2 109 "GO:0032270;GO:0051247" "positive regulation of protein metabolic process" 0.481090849806316
-204 0.106748643905836 2 214 "GO:0032879" "regulation of localization" 0.27366470528587
-55 0.726355455074116 2 135 "GO:0032989" "cellular component morphogenesis" 0.87535144585855
49 0.74764888369155 2 145 "GO:0033043" "regulation of organelle organization" 0.885869685718559
-123 0.263393961691616 2 289 "GO:0033554" "cellular response to stress" 0.442125578553784
-160 0.27271177702849 3 161 "GO:0034220" "ion transmembrane transport" 0.442471808320903
536 0.00021888870850222 6 162 "GO:0034470;GO:0034660" "ncRNA metabolic process" 0.00220452199277236
752 1.08765903804045e-08 2 198 "GO:0034622" "cellular macromolecular complex assembly" 3.06719848727407e-07
207 0.00426379849968206 3 716 "GO:0034645;GO:0009059" "macromolecule biosynthetic process" 0.0231229072482758
188 0.0131236417772389 4 643 "GO:0034654;GO:0018130;GO:0019438;GO:0044271;GO:1901362" "organic cyclic compound biosynthetic process" 0.0638080513996788
-29 0.740328573198362 2 461 "GO:0035556" "intracellular signal transduction" 0.884629905262449
-43 0.809511652877317 1 108 "GO:0040007" "growth" 0.908287688857884
-337 0.0582779112813896 2 107 "GO:0042127" "regulation of cell proliferation" 0.185966391460767
155 0.270352556085001 2 173 "GO:0042325;GO:0001932;GO:0031399" "regulation of phosphorylation" 0.442471808320903
-333 0.0147244761172179 3 184 "GO:0042592" "homeostatic process" 0.0692050377509241
108 0.382990795243959 2 223 "GO:0042981;GO:0043067;GO:0010941" "regulation of cell death" 0.55671857865359
256 0.126249341127149 3 121 "GO:0044093" "positive regulation of molecular function" 0.2966859516488
198 0.0414099965861998 3 373 "GO:0044248;GO:1901575;GO:0009056" "catabolic process" 0.142409988259858
-174 0.113529661242666 2 289 "GO:0044255;GO:0006629" "lipid metabolic process" 0.285851468485998
529 6.29224259574819e-05 3 196 "GO:0044265;GO:0009057" "macromolecule catabolic process" 0.000739338505000412
-124 0.156391089091937 2 465 "GO:0044281" "small molecule metabolic process" 0.332999623439176
-173 0.0214564847913664 2 656 "GO:0044707;GO:0032501" "single-multicellular organism process" 0.0864389815880761
-2 0.981479300244791 2 358 "GO:0044711" "single-organism biosynthetic process" 0.988489866675111
-264 0.0922720038912488 2 138 "GO:0044712" "single-organism catabolic process" 0.245478349974832
-180 0.190346505731055 2 181 "GO:0044723" "single-organism carbohydrate metabolic process" 0.357851430774383
-437 0.0019095740295649 2 172 "GO:0045595" "regulation of cell differentiation" 0.0122386335531205
267 0.0626161961268527 3 166 "GO:0045892;GO:0010629;GO:1902679;GO:2000113;GO:0010558;GO:0031327;GO:0051253;GO:0009890;GO:0045934;GO:0051172" "negative regulation of cellular biosynthetic process" 0.187848588380558
193 0.201130362542989 3 150 "GO:0045893;GO:0010628;GO:1902680;GO:0010557;GO:0031328;GO:0051254;GO:0009891;GO:0045935;GO:0051173" "positive regulation of cellular biosynthetic process" 0.366590713542018
