"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
22 0.844233901436139 3 91 "GO:0000139" "Golgi membrane" 0.897666426843489
309 0.00776750272249994 2 85 "GO:0000151" "ubiquitin ligase complex" 0.0262314869665044
237 0.14056129662456 2 44 "GO:0000785" "chromatin" 0.227060556085828
789 4.45171884909157e-09 2 63 "GO:0000786;GO:0044815;GO:1990104" "DNA packaging complex" 7.47888766647384e-08
-243 0.000912337415422592 1 222 "GO:0005576" "extracellular region" 0.00425757460530543
-604 7.09839883723974e-07 2 77 "GO:0005578;GO:0031012" "extracellular matrix" 7.45331877910173e-06
-335 4.510426036901e-06 2 224 "GO:0005615;GO:0044421" "extracellular region part" 3.78875787099684e-05
55 0.390009595060434 2 302 "GO:0005622" "intracellular" 0.51188759351682
186 0.151652799765106 2 68 "GO:0005667" "transcription factor complex" 0.240355380759791
936 2.2952852985046e-11 2 58 "GO:0005681" "spliceosomal complex" 4.82009912685966e-10
434 6.20006276177394e-05 3 98 "GO:0005694" "chromosome" 0.000372003765706436
736 1.31647290115937e-08 3 68 "GO:0005730" "nucleolus" 1.84306206162312e-07
104 0.116566270331629 2 275 "GO:0005739" "mitochondrion" 0.203990973080351
331 0.0517683318788643 3 39 "GO:0005741;GO:0031968;GO:0019867" "organelle outer membrane" 0.108713496945615
45 0.685809281402988 3 91 "GO:0005743;GO:0019866" "organelle inner membrane" 0.757999732076987
70 0.58668064055826 2 68 "GO:0005764;GO:0000323;GO:0005773" "vacuole" 0.68446074731797
-52 0.646577492624473 2 91 "GO:0005768" "endosome" 0.72416679173941
-206 0.00956746382697198 3 187 "GO:0005783" "endoplasmic reticulum" 0.0287023914809159
-111 0.195835356561281 2 158 "GO:0005794" "Golgi apparatus" 0.299093999111775
-186 0.204027747049653 3 53 "GO:0005813" "centrosome" 0.302136308979181
-182 0.12486850625018 2 81 "GO:0005815" "microtubule organizing center" 0.21406029642888
-206 0.00935075264239127 4 187 "GO:0005829" "cytosol" 0.0287023914809159
259 0.00780699016860251 3 122 "GO:0005840" "ribosome" 0.0262314869665044
-159 0.0480632503703647 4 182 "GO:0005856" "cytoskeleton" 0.103520846951555
22 0.906297223896608 2 32 "GO:0005871" "kinesin complex" 0.928267532081989
130 0.268546393808466 2 83 "GO:0005874" "microtubule" 0.369801591473953
148 0.275553735946621 4 62 "GO:0005875" "microtubule associated complex" 0.373330868056712
-268 5.87805193041928e-07 2 441 "GO:0005886" "plasma membrane" 7.05366231650314e-06
-46 0.494473548984687 2 263 "GO:0005887" "integral component of plasma membrane" 0.619936986786772
-427 0.00114880540220176 2 66 "GO:0005911" "cell-cell junction" 0.0050789291465762
19 0.89974684025762 2 48 "GO:0005929" "cilium" 0.928267532081989
-43 0.799730238525934 2 39 "GO:0009986" "cell surface" 0.861247949181775
-284 0.0797623885480523 2 43 "GO:0010008;GO:0044440" "endosomal part" 0.142554056128434
286 0.0598160736512989 3 49 "GO:0015934" "large ribosomal subunit" 0.117171771126608
214 0.208617927628482 2 39 "GO:0015935" "small ribosomal subunit" 0.302136308979181
58 0.612706765273016 2 87 "GO:0016023;GO:0031410;GO:0031988;GO:0031982" "vesicle" 0.705032442231964
-245 0.206863504154989 2 30 "GO:0016459" "myosin complex" 0.302136308979181
