delta.rank	pval	level	nseqs	term	name	p.adj
0	4.80549729561045e-9	3	395	GO:0006811	ion transport	7.29955039203227e-6
0	5.13206370843267e-4	2	229	GO:0006812	cation transport	0.0520723901382162
0	8.70837984843474e-5	4	47	GO:0006813	potassium ion transport	0.0132280289897724
0	4.27841722502625e-5	2	30	GO:0006814	sodium ion transport	0.00732408873417005
0	5.14210567526822e-4	4	127	GO:0006820	anion transport	0.0520723901382162
0	1.76717843105618e-4	2	110	GO:0015672	monovalent inorganic cation transport	0.0244031276070394
0	3.89355233316049e-5	3	164	GO:0030001	metal ion transport	0.00732408873417005
0	3.66527759032375e-4	2	214	GO:0032879	regulation of localization	0.0428273589207829
0	1.64752870691189e-5	2	43	GO:0034765;GO:0034762	regulation of ion transmembrane transport	0.00417099350966527
0	2.2088438004587e-6	2	39	GO:0042391	regulation of membrane potential	9.55631946362613e-4
0	3.12710177434386e-6	2	61	GO:0043269	regulation of ion transport	9.55631946362613e-4
0	3.14559561014685e-6	3	119	GO:0051049	regulation of transport	9.55631946362613e-4
0	1.48542886457579e-7	2	359	GO:0055085	transmembrane transport	1.12818322264531e-4
0	4.33948641260898e-5	3	383	GO:0055114	oxidation-reduction process	0.00732408873417005
0	2.18249753713962e-4	3	16	GO:0061077	chaperone-mediated protein folding	0.0276267813242924
0	7.9163535704521e-4	4	10	GO:0086010;GO:0051899	membrane depolarization during action potential	0.0707349474912749
0	6.07898432878248e-4	3	67	GO:1901605	alpha-amino acid metabolic process	0.0577123574713787
