delta.rank	pval	level	nseqs	term	name	p.adj
0	6.75102055058994e-5	2	210	GO:0002009;GO:0048729	tissue morphogenesis	0.0146497145947802
0	2.04412864420902e-6	4	43	GO:0002011	morphogenesis of an epithelial sheet	0.00202626697143106
0	3.75502042426087e-4	2	156	GO:0003002	regionalization	0.0475323002037688
0	4.6875919594671e-4	2	202	GO:0007186	G-protein coupled receptor signaling pathway	0.04906337742798
0	1.6544117831243e-4	2	270	GO:0007275	multicellular organismal development	0.0264696705978529
0	9.49354519955454e-4	2	239	GO:0007389	pattern specification process	0.0848276185771962
0	9.63319712053337e-6	2	612	GO:0009653	anatomical structure morphogenesis	0.00487760880869673
0	4.7302731749399e-4	3	51	GO:0010638	positive regulation of organelle organization	0.04906337742798
0	4.84496814627847e-4	5	37	GO:0019221;GO:0071345;GO:0034097	response to cytokine	0.04906337742798
0	2.66789594658467e-6	2	24	GO:0030902	hindbrain development	0.00202626697143106
0	1.7425721262576e-4	6	20	GO:0035567	non-canonical Wnt signaling pathway	0.0264696705978529
0	1.83881219634072e-5	2	656	GO:0044707;GO:0032501	single-multicellular organism process	0.00698288931560388
0	0.001070753062169	2	8	GO:0045747	positive regulation of Notch signaling pathway	0.0903596611908173
0	6.22585329783348e-4	2	15	GO:0048048	embryonic eye morphogenesis	0.0591066947463066
0	6.55341854540981e-5	2	9	GO:0048385	regulation of retinoic acid receptor signaling pathway	0.0146497145947802
0	2.23594589568282e-4	4	21	GO:0048592	eye morphogenesis	0.0308763801412928
0	8.33393190994158e-5	2	301	GO:0048598	embryonic morphogenesis	0.0158240532140016
0	3.27597981577806e-5	2	34	GO:0055113;GO:0090504	epiboly	0.00995242668033375
