delta.rank	pval	level	nseqs	term	name	p.adj
0	1.36369706360532e-6	6	12	GO:0000027	ribosomal large subunit assembly	8.86252763360966e-5
0	7.175867202639e-6	4	9	GO:0000028	ribosomal small subunit assembly	4.03708973363283e-4
0	0.00333350062087631	2	10	GO:0000278	mitotic cell cycle	0.0816707652114696
0	1.47457244810583e-13	6	54	GO:0000398;GO:0000377;GO:0000375	RNA splicing, via transesterification reactions	2.4887506096364e-11
0	0.00263959157204723	7	7	GO:0000463;GO:0000470	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0729007199625408
0	1.40026769721285e-6	4	10	GO:0000469	cleavage involved in rRNA processing	8.86252763360966e-5
0	1.72604073283793e-4	6	5	GO:0000479;GO:0000478	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.00687042794227409
0	3.90348153547398e-4	4	10	GO:0001522	pseudouridine synthesis	0.0137892754706627
0	1.80919761481872e-4	6	7	GO:0001731	formation of translation preinitiation complex	0.00687042794227409
0	1.38299231721259e-4	4	9	GO:0002181	cytoplasmic translation	0.00567774413471871
0	0.00419877183003065	2	5	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	0.0966353698457054
0	7.21847230591146e-4	2	220	GO:0006259	DNA metabolic process	0.0238366509406076
0	0.00103510686227262	2	186	GO:0006281;GO:0006974	cellular response to DNA damage stimulus	0.0308299475253355
0	6.17571589090658e-7	5	56	GO:0006334;GO:0034728	nucleosome organization	4.75713307820601e-5
0	9.60923104610357e-5	5	19	GO:0006342;GO:0045814	chromatin silencing	0.00405456165528648
0	7.16920822681674e-13	2	76	GO:0006364;GO:0016072	rRNA metabolic process	1.08900272965346e-10
0	1.31351593186983e-25	2	280	GO:0006396	RNA processing	9.97615350255136e-23
0	7.85577036336075e-16	2	141	GO:0006397;GO:0016071	mRNA metabolic process	1.70470216884928e-13
0	0.00113855205268089	4	81	GO:0006399	tRNA metabolic process	0.0332588570773514
0	4.06434166320489e-39	2	193	GO:0006412	translation	6.17373498640823e-36
0	1.74560902122122e-5	2	31	GO:0006413	translational initiation	9.17669248485701e-4
0	1.08620346391613e-6	3	54	GO:0006417	regulation of translation	7.49974118949364e-5
0	3.69000766501916e-5	2	15	GO:0006446	regulation of translational initiation	0.00164856518916591
0	3.45023495299186e-5	2	86	GO:0006457	protein folding	0.00158815360411959
0	0.00332421736010637	2	191	GO:0006461	protein complex assembly	0.0816707652114696
0	1.07425177173368e-7	2	157	GO:0006511;GO:0019941;GO:0043632;GO:0051603	proteolysis involved in cellular protein catabolic process	1.01986777578966e-5
0	0.00419877183003065	2	5	GO:0006662;GO:0018904	glycerol ether metabolic process	0.0966353698457054
0	0.00333350062087631	5	10	GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042181	ketone biosynthetic process	0.0816707652114696
0	0.00100587729085769	2	440	GO:0006950	response to stress	0.0305585520962566
0	0.00284464387176878	2	575	GO:0006996	organelle organization	0.0758072638809961
0	2.30882745177834e-5	3	104	GO:0007049	cell cycle	0.00113132545137139
0	3.63601285723431e-18	4	83	GO:0008380	RNA splicing	1.38077588253473e-15
0	0.00333350062087631	5	10	GO:0009060	aerobic respiration	0.0816707652114696
0	5.79232960862892e-4	2	58	GO:0009451	RNA modification	0.0195523303900163
0	9.72585568732929e-4	5	68	GO:0010564	regulation of cell cycle process	0.0301501526307208
0	2.21288155846885e-5	3	73	GO:0010608	posttranscriptional regulation of gene expression	0.00112045569577139
0	7.86627059088662e-4	2	33	GO:0015931;GO:0050658;GO:0050657;GO:0051236	nucleobase-containing compound transport	0.025423117079908
0	7.18205906043616e-18	2	767	GO:0016070	RNA metabolic process	2.18190954256051e-15
0	0.00419877183003065	4	5	GO:0016093;GO:0019348	polyprenol metabolic process	0.0966353698457054
0	0.00333350062087631	2	10	GO:0016180;GO:0016073	snRNA metabolic process	0.0816707652114696
0	0.00269546498988358	3	33	GO:0016458	gene silencing	0.0731144878505921
0	6.26350635708494e-7	2	432	GO:0022607	cellular component assembly	4.75713307820601e-5
0	8.5169557543717e-10	2	44	GO:0022613;GO:0044085	cellular component biogenesis	9.95173522376201e-8
0	1.85551608522505e-15	3	67	GO:0022618;GO:0071826	ribonucleoprotein complex subunit organization	3.52316116682106e-13
0	1.75196894049278e-5	4	25	GO:0022904;GO:0022900	electron transport chain	9.17669248485701e-4
0	0.00154601464586387	4	21	GO:0031123	RNA 3'-end processing	0.0441778182845678
0	1.80919761481872e-4	2	7	GO:0031125	rRNA 3'-end processing	0.00687042794227409
0	7.95795434213641e-13	4	162	GO:0034470;GO:0034660	ncRNA metabolic process	1.09892114960956e-10
0	9.82412329198343e-18	2	198	GO:0034622	cellular macromolecular complex assembly	2.4871405467538e-15
0	1.47045303974952e-20	2	716	GO:0034645;GO:0009059	macromolecule biosynthetic process	7.44539389126507e-18
0	0.0036692569616975	3	34	GO:0040029	regulation of gene expression, epigenetic	0.0884698622987064
0	7.3372012902121e-8	2	31	GO:0042254	ribosome biogenesis	7.43013917322145e-6
0	3.90348153547398e-4	3	10	GO:0042663	regulation of endodermal cell fate specification	0.0137892754706627
0	3.77562930666732e-6	4	82	GO:0043009;GO:0009792;GO:0009790	embryo development	2.29407236673106e-4
0	4.81281751136676e-4	3	73	GO:0043161;GO:0010498;GO:0030163	protein catabolic process	0.0166151586358321
0	3.02782652243437e-5	2	10	GO:0043628	ncRNA 3'-end processing	0.00143727140236807
0	5.24734420712001e-6	2	196	GO:0044265;GO:0009057	macromolecule catabolic process	3.06565994254434e-4
0	3.20650345937491e-4	3	18	GO:0051028	mRNA transport	0.0118797042799768
0	1.49292698018024e-7	3	207	GO:0051276;GO:0006325	chromosome organization	1.33397416640811e-5
0	9.22926020098329e-4	3	176	GO:0051726	regulation of cell cycle	0.0292067630110284
0	2.21126704913161e-11	4	269	GO:0065003	macromolecular complex assembly	2.79909553969243e-9
0	8.76577836740155e-7	3	67	GO:0065004;GO:0071824	protein-DNA complex subunit organization	6.34057968575379e-5
0	1.09794465473108e-8	4	355	GO:0071822;GO:0043933	macromolecular complex subunit organization	1.19126995038322e-6
0	0.00157050835244678	2	35	GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.0441778182845678
0	5.59329551810877e-7	2	18	GO:0090501	RNA phosphodiester bond hydrolysis	4.72011994000401e-5
0	9.37281774125808e-5	4	11	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	0.00405456165528648
